time,C,Phi,R_obs,R_theory,D_eff,sigma,stage
435.0,1.1349737111766496,0.8754000004204716,0.3173109182240884,1.6346218364481768,0.7931621175798793,0.4122552293277802,Sleep stage W
450.0,1.1101662442402673,0.8680430894374894,0.3079193499721366,1.6158386999442733,0.7914960076646218,0.42216850690711466,Sleep stage W
465.0,1.623802357366434,1.122855853303905,0.27066763188031207,1.5413352637606241,0.9382358983043372,0.3943128574430857,Sleep stage W
480.0,1.0628603182693621,0.8539123201951626,0.3027256422513025,1.605451284502605,0.77529285485398,0.46857738437618635,Sleep stage W
495.0,0.9074413290357961,0.7568964177758395,0.3066192694193529,1.6132385388387058,0.7431620378445268,0.5047864769143171,Sleep stage W
510.0,1.0305021761847497,0.8188147039659693,0.3219616825203004,1.6439233650406009,0.7655643688611575,0.4901545013082545,Sleep stage W
525.0,1.166128657688856,0.8763039462461336,0.33693411511441174,1.6738682302288235,0.7950060510947262,0.44677950835825686,Sleep stage W
540.0,1.2038710406720525,0.8987007674361973,0.3325990334415321,1.6651980668830642,0.8044498164971912,0.4084554937063117,Sleep stage W
555.0,1.4517665917258054,1.0413887848486374,0.30085939204809053,1.601718784096181,0.8703574138948129,0.40767779663604103,Sleep stage W
570.0,1.7827379464479718,1.1576614751207948,0.28611707890167376,1.5722341578033476,0.9794645010514968,0.4262825398479715,Sleep stage W
585.0,1.5008743018864115,1.0635655611139947,0.2964425339417852,1.5928850678835704,0.8859222606216474,0.4262170351968669,Sleep stage W
600.0,1.72628880711813,1.1099697258407044,0.3515692490073712,1.7031384980147424,0.9131715133457812,0.455143217158423,Sleep stage W
615.0,1.9704571658152008,1.1743014280232276,0.3605004602753088,1.7210009205506176,0.9750037967582615,0.45793223541429456,Sleep stage W
630.0,1.5090963311957062,1.071443553905748,0.29866661497503333,1.5973332299500667,0.8817635463653682,0.4174069968487808,Sleep stage W
645.0,1.4437902452862081,1.0484084347138827,0.2929135296140276,1.5858270592280552,0.8683959172087204,0.41180785171060363,Sleep stage W
660.0,1.8204997207343778,1.1791429309779509,0.29449005165012915,1.5889801033002584,0.9716407169568028,0.3928674746526434,Sleep stage W
675.0,1.950363121507803,1.2323700277058223,0.2913058081827077,1.5826116163654154,1.0,0.4119361785814347,Sleep stage W
690.0,1.1684480894050033,1.0297412784007938,0.17212796934996666,1.3442559386999333,0.8441105663371707,0.40569820842595133,Sleep stage W
705.0,1.312522570507093,0.9937818811137519,0.29665127113985823,1.5933025422797165,0.8289292353892618,0.4147559994438047,Sleep stage W
720.0,1.3577807779443487,0.9905383161606355,0.3117545371994816,1.6235090743989633,0.8443133495971362,0.40151508863978647,Sleep stage W
735.0,1.3107113363747953,0.9508652131532578,0.3367875068462579,1.6735750136925158,0.8236503989566861,0.48092683521324653,Sleep stage W
750.0,1.3561986726642854,0.9735426931946203,0.3390865662795411,1.678173132559082,0.8301021708746986,0.5214428676293642,Sleep stage W
765.0,1.3943581958159368,1.0069589311144898,0.31967197488645827,1.6393439497729165,0.8446805875742904,0.4797565171678316,Sleep stage W
780.0,1.3614086702594825,0.9697629633634278,0.3399027016451892,1.6798054032903784,0.8357260594573543,0.385548329179428,Sleep stage W
795.0,1.183978552831221,0.8797920678591417,0.3553604359677524,1.710720871935505,0.7866556010991936,0.4220849671040713,Sleep stage W
810.0,1.121053113236266,0.8828007109632552,0.3096061303449459,1.6192122606898918,0.7842593971032451,0.3841239011988256,Sleep stage W
825.0,1.2175902667474614,0.9281750932577382,0.3148902860224654,1.6297805720449308,0.8049003587511793,0.4274169449208265,Sleep stage W
840.0,1.3547503183099119,0.982703429763323,0.3225464573217679,1.6450929146435358,0.8380045140762896,0.45022762494739027,Sleep stage W
855.0,1.6371596225996046,1.0920555508836576,0.3154659768245655,1.6309319536491311,0.9192009250547613,0.4370490402403818,Sleep stage W
870.0,1.5511398303192125,1.0414768546818736,0.3330335207235485,1.666067041447097,0.8939409948839906,0.4162426587610047,Sleep stage W
885.0,1.3367917909923528,0.9417088311436906,0.3594700367170158,1.7189400734340317,0.8258218899019353,0.4322695906157471,Sleep stage W
900.0,1.282941890600287,0.9321988829939809,0.35124763175211876,1.7024952635042374,0.8083742953751889,0.43053200107395884,Sleep stage W
915.0,1.6041156550882683,1.1430580441894969,0.25579826659998817,1.5115965331999763,0.9283922485687482,0.41968236271225196,Sleep stage W
930.0,1.4969149337662893,1.081926293340616,0.28121605414503537,1.5624321082900707,0.8855198290234045,0.39443342964104366,Sleep stage W
945.0,1.4944511852158837,1.0489004918766962,0.30906869507211915,1.6181373901442382,0.8805054562783593,0.42720121302516856,Sleep stage W
960.0,1.6505306227240095,1.1086791388180368,0.3046372042932004,1.6092744085864008,0.9250977091864175,0.4244667469042572,Sleep stage W
975.0,1.272542371654652,0.9692057115133933,0.30196783352284234,1.6039356670456848,0.8185954797017359,0.4280524960637307,Sleep stage W
990.0,1.2854878046644214,0.9603474958126219,0.3187732812064482,1.6375465624128964,0.8174211960427451,0.4228248327644766,Sleep stage W
1005.0,1.2839955389089142,0.9358080455543282,0.34929267825231347,1.698585356504627,0.807773059035294,0.4057634400183776,Sleep stage W
1020.0,1.282965857923831,0.9393975659486766,0.3415780266203374,1.6831560532406749,0.8114117367085306,0.388926653928102,Sleep stage W
1035.0,1.5419022850898292,1.05642462160433,0.32625497966431105,1.652509959328622,0.8832308947392628,0.4602408470230738,Sleep stage W
1050.0,1.3160007404550136,0.9219789797451617,0.37372117976321834,1.7474423595264366,0.8168310813581993,0.4435366011378047,Sleep stage W
1065.0,1.271304611976156,0.9140020786658449,0.380758617503434,1.761517235006868,0.7896152772047816,0.4984695614078558,Sleep stage W
1080.0,1.4140018336253406,0.9841540430369126,0.35163804955895084,1.7032760991179017,0.8435325377396499,0.43489712520276336,Sleep stage W
1095.0,1.3088364243535306,0.9349988142988761,0.3547656302475777,1.7095312604951554,0.8188366368573049,0.4162908277297202,Sleep stage W
1110.0,1.3053067244710885,0.9408676904101018,0.3488406145939996,1.6976812291879992,0.8171990884386164,0.4349565236952669,Sleep stage W
1125.0,1.3546706059551967,0.955823909737369,0.35786275512109655,1.715725510242193,0.8260531825092973,0.43267602370312114,Sleep stage W
1140.0,1.3833097026444445,1.0279857835355273,0.2967454484468322,1.5934908968936643,0.8444670869595289,0.4185905938821639,Sleep stage W
1155.0,1.6748171226167474,1.1406612620552397,0.273691412187402,1.547382824374804,0.9488835715641125,0.39411099225624513,Sleep stage W
1170.0,1.3801193004958165,0.9921030320597098,0.3287072630069916,1.6574145260139832,0.8393222025947574,0.42987410109455126,Sleep stage W
1185.0,1.3338954400310867,0.9532058504404596,0.35509538944302016,1.7101907788860404,0.8182585052921665,0.5069538289602176,Sleep stage W
1200.0,1.5723367611377295,1.0431723160741926,0.3512384811686099,1.7024769623372198,0.885336300218441,0.47316160602999374,Sleep stage W
1215.0,1.3635952275207588,0.9403026140421168,0.3869356829253548,1.7738713658507095,0.8175149545050081,0.499347970091209,Sleep stage W
1230.0,1.21203358251034,0.8780762684263552,0.3752030083929696,1.7504060167859392,0.7885761101639761,0.48245800151910634,Sleep stage W
1245.0,1.8122964980337626,1.107434934016649,0.3789618750886362,1.7579237501772724,0.9309170795617842,0.5101299439541661,Sleep stage W
1260.0,2.026116017760258,1.1539861270788634,0.3883397391171715,1.776679478234343,0.9882222686306057,0.5152036833737934,Sleep stage W
1275.0,1.544394581657444,1.062583804677542,0.31893004143669446,1.637860082873389,0.8873976582174959,0.42455336477724576,Sleep stage W
1290.0,1.635138815993939,1.0791940591053277,0.3330623957676959,1.6661247915353918,0.9093845169349795,0.4169840214350089,Sleep stage W
1305.0,1.346129537763493,0.9727263686431115,0.3341128199596647,1.6682256399193294,0.8295477185588692,0.4066245123349945,Sleep stage W
1320.0,1.2234564410992201,0.9147282308034232,0.34387392635089875,1.6877478527017975,0.7924810113746207,0.3893404075480943,Sleep stage W
1335.0,1.4336981557063522,1.0182082444354534,0.32243465851321684,1.6448693170264337,0.8560314446038686,0.4166633215337912,Sleep stage W
1350.0,1.3494062366281465,1.0048752577757067,0.2955448118739844,1.5910896237479688,0.843987309455546,0.4431122800567864,Sleep stage W
1365.0,1.632225694469179,1.0942629956532073,0.31577531059322383,1.6315506211864477,0.9142352119646165,0.3799282304616346,Sleep stage W
1380.0,1.573265692845117,1.083647636761832,0.31363987886304767,1.6272797577260953,0.8921785180377241,0.40969848324003766,Sleep stage W
1395.0,1.4515621763072932,1.048003089605228,0.29996592376390263,1.5999318475278053,0.8657083308356227,0.382372737250826,Sleep stage W
1410.0,1.8524198753274772,1.1886916408511423,0.2791843618926619,1.5583687237853239,1.0,0.3782746590005862,Sleep stage W
1425.0,1.7349509999912243,1.1564247020183487,0.27641967221400504,1.5528393444280102,0.9661472618289172,0.3977989620119825,Sleep stage W
1440.0,1.476941085420261,1.0088967308406847,0.35149149304857435,1.7029829860971488,0.8596192808513253,0.43155868060523034,Sleep stage W
1455.0,1.420674934100897,0.9905336238293334,0.3466625334022081,1.6933250668044162,0.8470034089485208,0.4464922092727251,Sleep stage W
1470.0,1.5879352160831945,1.0612452685759628,0.33367444298883797,1.667348885977676,0.8974092249900453,0.4169208933215714,Sleep stage W
1485.0,1.4899136909869646,1.0150204615764906,0.3474590266975315,1.694918053395063,0.8660393156677239,0.4158072684255148,Sleep stage W
1500.0,1.3974148190820896,1.0056044868019858,0.328594496918846,1.657188993837692,0.8385444749459968,0.44140236471263483,Sleep stage W
1515.0,1.5473658251927207,1.0576276440742798,0.3442504483513725,1.6885008967027448,0.8664807355173346,0.5046629064749314,Sleep stage W
1530.0,1.492747662472701,1.0354750754542936,0.3319622636695296,1.6639245273390593,0.8663893928248586,0.47029682418054436,Sleep stage W
1545.0,1.4138984300463269,1.0176688600068458,0.3128149853803598,1.6256299707607196,0.8546534087851098,0.42910703602395533,Sleep stage W
1560.0,1.3161475548262391,0.9939613289591841,0.3050180713804469,1.6100361427608938,0.8224309923273597,0.5019025158040397,Sleep stage W
1575.0,1.4203335047837813,1.0232005303645868,0.3097109587389537,1.6194219174779074,0.8571751311234487,0.44258257616025776,Sleep stage W
1590.0,1.5718758484607294,1.0611790004212243,0.329745410800068,1.6594908216001358,0.8925955949981623,0.41827992004010045,Sleep stage W
1605.0,1.8553759857037742,1.1747309341130665,0.30717080834033716,1.6143416166806743,0.9783586369072376,0.4356994082852309,Sleep stage W
1620.0,1.8180148056277707,1.1966604509769516,0.2596201596466009,1.5192403192932018,1.0,0.4439849685509327,Sleep stage W
1635.0,1.6049232816952514,1.0850687202122549,0.31755590167191416,1.6351118033438283,0.9045854115989157,0.44910786536990593,Sleep stage W
1650.0,1.5662844773058537,1.0633752948896031,0.328504165598382,1.657008331196764,0.8889132619763217,0.4403432539059846,Sleep stage W
1665.0,1.5340567172745523,1.0609358286228534,0.3057495287275154,1.6114990574550307,0.897268134911119,0.42448691364884306,Sleep stage W
1680.0,1.5079969008509282,1.062414289344851,0.29966547578834407,1.5993309515766883,0.8874996768054678,0.39766464013977054,Sleep stage W
1695.0,1.907716574342857,1.2566854342151053,0.2590270891992831,1.5180541783985662,1.0,0.42775015763033397,Sleep stage W
1710.0,1.9365141363995264,1.3642789715009889,0.20972073045623532,1.4194414609124706,1.0,0.4626213850188141,Sleep stage W
1725.0,1.9996558915124691,1.3737336107921143,0.2278179247428615,1.455635849485723,1.0,0.483498731507035,Sleep stage W
1740.0,1.7935308702469719,1.330518139828272,0.17399715064330515,1.3479943012866102,1.0,0.4713394168659921,Sleep stage W
1755.0,1.2667530572778576,0.9390138344427954,0.3436449019312132,1.6872898038624264,0.7995217602437416,0.4711933596803878,Sleep stage W
1770.0,1.293876476043457,0.9498818977274315,0.33927971587931166,1.6785594317586234,0.8114961862567819,0.47780845466027455,Sleep stage W
1785.0,1.727600616159809,1.1354661687124967,0.29785548122083116,1.5957109624416623,0.9534873217377697,0.39832083947192454,Sleep stage W
1800.0,1.4268377350622896,1.0116406422318673,0.3264388711343213,1.6528777422686427,0.8533114758976144,0.3944310420375093,Sleep stage W
1815.0,1.3880734682361635,0.9753340987618596,0.3597940018454793,1.7195880036909585,0.8276269774597815,0.42436406108140884,Sleep stage W
1830.0,2.00451620518924,1.1837998063408954,0.34664492866626007,1.6932898573325201,1.0,0.4137631683450762,Sleep stage W
1845.0,1.7245094046647538,1.141088951058036,0.31343925998281297,1.626878519965626,0.9289470113584243,0.45433711189786696,Sleep stage W
1860.0,1.5037440173500416,1.0799002300945424,0.2927505311962196,1.585501062392439,0.8782612902023463,0.4271046822338534,Sleep stage W
1875.0,1.9198798578150265,1.198126900238207,0.30120054788575545,1.602401095771511,1.0,0.42360141392234457,Sleep stage W
1890.0,1.7835767329512844,1.1314431593337193,0.3335077954241546,1.667015590848309,0.9456259803595167,0.43572241127217337,Sleep stage W
1905.0,1.7846467165647297,1.128379957793525,0.3447017346631455,1.6894034693262912,0.9361889525322334,0.44718471145010175,Sleep stage W
1920.0,1.5222297608546251,1.0472936007353482,0.34023743622137853,1.680474872442757,0.8649275599335707,0.4755845069571947,Sleep stage W
1935.0,1.2976215197278025,0.9603250961419211,0.32246557949222676,1.6449311589844535,0.8214517016002016,0.43408847585199634,Sleep stage W
1950.0,1.3207109800978563,0.9688441816039743,0.3151250530518364,1.6302501061036727,0.8361796921966005,0.41564721055003906,Sleep stage W
1965.0,1.3710366933191944,0.9775651241995192,0.32782579686960106,1.655651593739202,0.8470995037872888,0.4300704888387821,Sleep stage W
1980.0,1.8908820043091852,1.1307922464854203,0.36385851916822787,1.7277170383364557,0.9678520860978668,0.4439589634394616,Sleep stage W
1995.0,2.1516421088707456,1.2345334503937575,0.3714393717661009,1.7428787435322017,1.0,0.45718738132599973,Sleep stage W
2010.0,2.125666015202715,1.2623162698276509,0.3419704578048973,1.6839409156097946,1.0,0.4466632181172394,Sleep stage W
2025.0,2.2449891524322734,1.3332560004658427,0.3419197632142173,1.6838395264284345,1.0,0.42912812995376753,Sleep stage W
2040.0,2.1607213167936283,1.23552807243822,0.3744120692173388,1.7488241384346777,1.0,0.4444577360207468,Sleep stage W
2055.0,2.0608943042575505,1.1756038043934478,0.37652587400432413,1.7530517480086483,1.0,0.4668844278782665,Sleep stage W
2070.0,1.885316632809381,1.146311992760674,0.35343436078883467,1.7068687215776692,0.9635657242426423,0.4467301928612535,Sleep stage W
2085.0,1.6921380638930568,1.0673345120568456,0.36404638239199494,1.7280927647839899,0.9174199721858477,0.42039911770126515,Sleep stage W
2100.0,1.5585142346936651,1.0176416697295618,0.36705925277488677,1.7341185055497736,0.8831553793131489,0.4557136330496854,Sleep stage W
2115.0,1.6290918762240263,1.0466698652516517,0.36740019572535587,1.7348003914507117,0.897193969852268,0.4593245794695472,Sleep stage W
2130.0,1.538659506235561,1.0269287376560314,0.3684925725418339,1.7369851450836677,0.8625933638475085,0.4218766729840154,Sleep stage W
2145.0,1.3344172685229028,0.957711752827141,0.35167531208769764,1.7033506241753953,0.8179990183042006,0.453476988951888,Sleep stage W
2160.0,1.3861776109209383,0.9719005180484468,0.3499095457765535,1.699819091553107,0.8390626003438592,0.4060135044761766,Sleep stage W
2175.0,1.3848241995966497,0.9870440735515119,0.3379956137298813,1.6759912274597626,0.8371173782571053,0.41760791378493367,Sleep stage W
2190.0,1.6630725495352727,1.1113691307394375,0.32117566935510117,1.6423513387102022,0.9111435322413001,0.4268219472977852,Sleep stage W
2205.0,1.9396671856317962,1.1703935341075287,0.3486090477974069,1.6972180955948137,0.9764671810841472,0.44910851949247466,Sleep stage W
2220.0,1.7087308675451143,1.1116457786332217,0.3409382848195857,1.6818765696391713,0.9139303954382275,0.45878634032582194,Sleep stage W
2235.0,1.5240703101118303,1.066339624719727,0.31217158680253887,1.6243431736050777,0.8798966566172334,0.3952984265446485,Sleep stage W
2250.0,1.6486970074508975,1.1183596620000453,0.312174411812676,1.624348823625352,0.9075698443706545,0.4416097634613994,Sleep stage W
2265.0,1.588415975438682,1.0983813218485823,0.3043405103343698,1.6086810206687396,0.898961658856588,0.45742143285054576,Sleep stage W
2280.0,1.3667277284377084,0.9866573481031905,0.33139559128447976,1.6627911825689594,0.8330631766570559,0.4541939741886865,Sleep stage W
2295.0,1.4592632758046162,1.000303802324298,0.3470004713212318,1.6940009426424636,0.8611684008847721,0.4294441021015889,Sleep stage W
2310.0,1.5703975949826117,1.0453320838680231,0.34212609346037826,1.6842521869207565,0.8919658380010147,0.43729415671068145,Sleep stage W
2325.0,1.4661643144529555,1.0228776631049123,0.33377916890507564,1.6675583378101513,0.8595633974004603,0.441347403325003,Sleep stage W
2340.0,1.5739841737684535,1.0689393722088072,0.3251227253512402,1.6502454507024804,0.8922750377585998,0.44549791815635725,Sleep stage W
2355.0,1.7490092377645157,1.1548406556523898,0.29431185226608564,1.5886237045321714,0.9533426006005713,0.43338876881844135,Sleep stage W
2370.0,1.5618759488177483,1.1098267198507596,0.2770213014205427,1.5540426028410854,0.9055833735228368,0.3982900789369097,Sleep stage W
2385.0,1.6338786343196026,1.1017663556219182,0.32378787242903717,1.6475757448580743,0.9000878464495145,0.42883595867096813,Sleep stage W
2400.0,1.3883252943911586,0.9970313558708837,0.323805393632241,1.6476107872644818,0.8451383181140115,0.4013804390063199,Sleep stage W
2415.0,1.2968479650996467,0.9714537194252786,0.3077055649810384,1.6154111299620768,0.826387765122509,0.39271783279606054,Sleep stage W
2430.0,1.834398351784288,1.1679054593749323,0.3115746368521918,1.6231492737043836,0.9676704992397961,0.4286938314668791,Sleep stage W
2445.0,1.6201268147986765,1.0652479362669185,0.34645569556140665,1.6929113911228133,0.8983882876388872,0.42747529486907343,Sleep stage W
2460.0,1.4939600675805702,1.0060870908695068,0.3689981974079608,1.7379963948159216,0.8543868224506328,0.4606671690666354,Sleep stage W
2475.0,1.433698415689902,0.9786527506164405,0.37665507202010134,1.7533101440402028,0.8355461429472747,0.47667303591738885,Sleep stage W
2490.0,1.516067336352512,1.021443130764972,0.35106336182715936,1.7021267236543187,0.8719918153335913,0.41886034934956645,Sleep stage W
2505.0,1.5738465248001963,1.0695554239137728,0.3141945399035294,1.6283890798070588,0.9036513540852297,0.4012931032223642,Sleep stage W
2520.0,1.2505209034062648,0.9376526960415692,0.31509461718858,1.63018923437716,0.8181085438961039,0.44071268937957575,Sleep stage W
2535.0,1.1911293737655617,0.9137552326691539,0.30640417569688894,1.6128083513937779,0.8082510808638333,0.45380337524373215,Sleep stage W
2550.0,1.0857968604433614,0.8459075981324725,0.3221502324732499,1.6443004649464998,0.7806286314953333,0.4444139358656521,Sleep stage W
2565.0,1.2252917413420024,0.9067522026227569,0.33432045596340626,1.6686409119268126,0.8098190702096035,0.4520243040866464,Sleep stage W
2580.0,1.759337619482206,1.0986616189644514,0.34428133867998767,1.6885626773599753,0.9483486940475118,0.4570421622297192,Sleep stage W
2595.0,1.593796230228012,1.069352294478924,0.3308423605682424,1.661684721136485,0.896939939555642,0.5137732594801726,Sleep stage W
2610.0,1.135800594557969,0.8967550153635424,0.2994893449223881,1.5989786898447762,0.7921101925074017,0.5057452632780914,Sleep stage W
2625.0,1.181306409592874,0.9060662795746389,0.32398337233037366,1.6479667446607473,0.7911414682322254,0.5297092526869819,Sleep stage W
2640.0,1.3695885557232699,1.0184839769424199,0.2957814131313522,1.5915628262627044,0.8449132689458713,0.5245736593423337,Sleep stage W
2655.0,1.560185684777529,1.0452312757070827,0.33804240132070207,1.6760848026414041,0.8905696778711155,0.509737241811073,Sleep stage W
2670.0,1.4437256905274283,0.9968484231799642,0.34801762099694444,1.6960352419938889,0.8539268832025054,0.4986823552813373,Sleep stage W
2685.0,1.1811206134477545,0.8893546918545592,0.33373342745623163,1.6674668549124632,0.7964564588833731,0.4329043463795939,Sleep stage W
2700.0,1.2129762191081834,0.9023693665960304,0.3356047510909982,1.6712095021819964,0.8043351471801602,0.4239301442141049,Sleep stage W
2715.0,1.4802750455914815,1.0040318762211147,0.35649860586479437,1.7129972117295886,0.8606731619278367,0.41965202458872214,Sleep stage W
2730.0,1.5240097029594382,1.0229828203517406,0.3526351927480558,1.7052703854961115,0.8736271890805667,0.4283524576834502,Sleep stage W
2745.0,1.5846986591971002,1.0409093268091603,0.3559013238191179,1.7118026476382358,0.8893651280086976,0.43982222055649756,Sleep stage W
2760.0,1.7134576809841264,1.1139405594666667,0.3045995303017534,1.609199060603507,0.9558760825999847,0.4477873724719794,Sleep stage W
2775.0,1.9198591338338338,1.14043800821997,0.35556510526899365,1.7111302105379873,0.9838176788479697,0.437893530020634,Sleep stage W
2790.0,1.6686392585410583,1.0858579323047495,0.3280871400984153,1.6561742801968307,0.927862051539118,0.41968298101713103,Sleep stage W
2805.0,1.5599259544798705,1.0939590951836011,0.25899752879522436,1.5179950575904488,0.939361038432553,0.42728045337381687,Sleep stage W
2820.0,1.4134393670691343,1.028322220017511,0.27272355124205055,1.545447102484101,0.8893932279684661,0.43223491966650873,Sleep stage W
2835.0,1.1436881906195666,0.918492152273073,0.26344215166486024,1.5268843033297204,0.8155039261918611,0.4167232521611444,Sleep stage W
2850.0,1.283455833178897,0.9205241095551928,0.356676779022919,1.713353558045838,0.8137645554915373,0.43125353133005545,Sleep stage W
2865.0,1.1958370040597226,0.9091770404922356,0.3096248766162695,1.619249753232539,0.8122873477147464,0.4395853089493629,Sleep stage W
2880.0,1.063896217478835,0.8577776895486361,0.28557309255621377,1.5711461851124275,0.7894196333305161,0.45403320130721975,Sleep stage W
2895.0,1.0798023483298262,0.8543808880332256,0.3013671983373546,1.6027343966747092,0.7885535390516197,0.4521430392532047,Sleep stage W
2910.0,1.149600313400871,0.885338428386675,0.3096683016571939,1.619336603314388,0.8018634634112926,0.42464400239474165,Sleep stage W
2925.0,1.1077286635585533,0.8963254252129976,0.27224726352545486,1.5444945270509098,0.800168230060081,0.43029525939635793,Sleep stage W
2940.0,1.0517495471102272,0.8702837491985941,0.26617042606567387,1.5323408521313477,0.7886713774582739,0.4328535593456242,Sleep stage W
2955.0,0.92614308004449,0.7974099309352584,0.26372006313727553,1.5274401262745512,0.760382740679537,0.40988197624642664,Sleep stage W
2970.0,1.0358986964223995,0.8599776256289315,0.2670442579841371,1.5340885159682742,0.7851989596467597,0.4334341357708099,Sleep stage W
2985.0,1.4739535751687176,1.024773116485739,0.3099998733461329,1.6199997466922658,0.8878531389398151,0.48267342714278527,Sleep stage W
3000.0,1.4609870864503518,1.0102863482873983,0.3238237723595071,1.6476475447190142,0.8776827791028396,0.4621933401898842,Sleep stage W
3015.0,1.3528767429954416,0.9875240951942716,0.29910112979782233,1.5982022595956447,0.8571933429178946,0.4148554423194671,Sleep stage W
3030.0,1.2963540450424516,0.9713432140579117,0.2879060601635457,1.5758121203270914,0.8469279785292098,0.45265801971342,Sleep stage W
3045.0,1.3005026662413126,0.9719621076704182,0.2884202921704516,1.5768405843409032,0.8485435245785329,0.4592539269050829,Sleep stage W
3060.0,1.2193639720189702,0.9245848115622535,0.3013838709110582,1.6027677418221165,0.8228411663375628,0.4291862874642135,Sleep stage W
3075.0,1.0832319699437105,0.8694228381813441,0.28791042727858096,1.575820854557162,0.7906487365165313,0.4125249146072374,Sleep stage W
3090.0,1.1836727863359793,0.9242051658158404,0.28036349710376723,1.5607269942075344,0.8206091011408388,0.44746176120689884,Sleep stage W
3105.0,1.3211261134038292,0.9497192347495418,0.3316718261578728,1.6633436523157457,0.8363095533400724,0.49403277865386236,Sleep stage W
3120.0,1.1862775654568356,0.8774547907605539,0.35314706294705334,1.7062941258941067,0.7923328682039911,0.47696700861276364,Sleep stage W
3135.0,1.392839935425486,0.9838721036107375,0.3282236065201265,1.656447213040253,0.8546434389618726,0.44772248210478605,Sleep stage W
3150.0,1.1482120610243947,0.8804300340570032,0.3202144749058323,1.6404289498116646,0.7950049454884819,0.4181705670227511,Sleep stage W
3165.0,1.037510228410695,0.8283020727384194,0.30770190617209264,1.6154038123441854,0.7753941771443894,0.42062847762246364,Sleep stage W
3180.0,1.6470024758920632,1.0580529252225392,0.3423539768496064,1.684707953699213,0.9239792825336037,0.476706222709416,Sleep stage W
